"Date","Price","Open","High","Low","Vol.","Change %"
"08-09-2022","57.930","57.300","58.560","56.100","526.70K","1.10%"
"07-09-2022","57.300","54.100","58.290","53.000","791.16K","5.91%"
"06-09-2022","54.100","60.350","62.650","54.060","893.87K","-10.36%"
"05-09-2022","60.350","60.900","61.570","59.340","550.15K","-0.90%"
"04-09-2022","60.900","60.140","60.990","58.620","416.65K","1.26%"
"03-09-2022","60.140","61.000","62.110","59.560","604.65K","-1.41%"
"02-09-2022","61.000","57.550","62.190","56.540","970.97K","5.99%"
"01-09-2022","57.550","53.840","57.770","53.240","746.47K","6.95%"
"31-08-2022","53.810","52.960","55.240","52.960","440.99K","1.60%"
"30-08-2022","52.960","55.800","56.150","51.880","505.56K","-5.09%"
"29-08-2022","55.800","53.380","56.690","52.590","635.79K","4.53%"
"28-08-2022","53.380","52.990","55.780","52.480","571.90K","0.74%"
"27-08-2022","52.990","52.680","53.390","51.830","342.67K","0.61%"
"26-08-2022","52.670","56.630","58.210","52.110","663.98K","-6.99%"
"25-08-2022","56.630","56.370","57.490","55.830","379.38K","0.46%"
"24-08-2022","56.370","57.080","57.500","55.570","437.07K","-1.24%"
"23-08-2022","57.080","57.240","57.680","53.960","562.17K","-0.28%"
"22-08-2022","57.240","55.660","57.400","52.320","879.86K","3.17%"
"21-08-2022","55.480","54.090","55.980","53.820","376.91K","2.57%"
"20-08-2022","54.090","53.990","55.600","52.670","651.73K","0.11%"
"19-08-2022","54.030","60.020","60.190","53.360","808.14K","-9.93%"
"18-08-2022","59.990","60.520","61.660","59.410","421.14K","-0.84%"
"17-08-2022","60.500","61.290","64.690","59.760","718.34K","-1.29%"
"16-08-2022","61.290","60.690","61.710","60.040","367.32K","0.99%"
"15-08-2022","60.690","63.130","65.310","59.680","521.28K","-3.87%"
"14-08-2022","63.130","63.800","65.810","62.490","453.02K","-1.05%"
"13-08-2022","63.800","62.890","65.610","62.650","502.53K","1.45%"
"12-08-2022","62.890","61.840","63.060","60.710","361.48K","1.70%"
"11-08-2022","61.840","61.600","63.350","61.490","451.63K","0.39%"
"10-08-2022","61.600","59.170","62.260","57.750","683.59K","4.11%"
"09-08-2022","59.170","62.630","62.850","58.320","467.96K","-5.52%"
"08-08-2022","62.630","61.110","64.080","60.810","403.94K","2.49%"
"07-08-2022","61.110","60.830","62.000","59.920","242.43K","0.49%"
"06-08-2022","60.810","62.480","62.500","60.590","221.94K","-2.67%"
"05-08-2022","62.480","59.670","62.540","59.640","488.08K","4.71%"
"04-08-2022","59.670","57.750","60.560","57.620","438.23K","3.32%"
"03-08-2022","57.750","58.080","60.120","56.710","497.78K","-0.57%"
"02-08-2022","58.080","59.470","59.810","56.660","499.49K","-2.34%"
"01-08-2022","59.470","59.770","60.670","58.280","413.42K","-0.50%"
"31-07-2022","59.770","60.440","62.960","59.670","363.16K","-1.04%"
"30-07-2022","60.400","60.620","64.050","59.980","571.52K","-0.36%"
"29-07-2022","60.620","63.410","64.550","59.770","597.98K","-4.49%"
"28-07-2022","63.470","59.000","64.170","58.180","793.60K","7.58%"
"27-07-2022","59.000","53.880","59.040","53.020","536.65K","9.42%"
"26-07-2022","53.920","54.000","54.120","52.020","421.93K","-0.15%"
"25-07-2022","54.000","58.390","58.910","54.000","479.13K","-7.52%"
"24-07-2022","58.390","56.350","59.730","56.320","353.09K","3.62%"
"23-07-2022","56.350","56.020","57.200","54.510","360.05K","0.59%"
"22-07-2022","56.020","58.040","59.160","55.550","504.39K","-3.48%"
"21-07-2022","58.040","57.170","58.620","55.230","495.19K","1.52%"
"20-07-2022","57.170","57.930","61.660","56.450","823.63K","-1.31%"
"19-07-2022","57.930","58.640","59.470","55.860","648.94K","-1.21%"
"18-07-2022","58.640","55.700","59.300","55.360","704.58K","5.28%"
"17-07-2022","55.700","55.090","57.010","54.470","488.42K","1.11%"
"16-07-2022","55.090","51.770","55.460","51.130","437.14K","6.41%"
"15-07-2022","51.770","51.290","52.740","50.670","544.24K","0.94%"
"14-07-2022","51.290","49.580","51.640","47.990","522.08K","3.45%"
"13-07-2022","49.580","47.340","49.660","46.560","601.88K","4.73%"
"12-07-2022","47.340","48.700","49.340","47.300","466.30K","-2.79%"
"11-07-2022","48.700","52.110","52.200","48.330","458.06K","-6.54%"
"10-07-2022","52.110","54.070","55.040","50.740","793.62K","-3.62%"
"09-07-2022","54.070","51.270","54.680","51.270","370.00K","5.46%"
"08-07-2022","51.270","52.090","53.980","50.810","539.00K","-1.57%"
"07-07-2022","52.090","50.340","52.600","49.800","477.98K","3.46%"
"06-07-2022","50.350","49.760","51.050","48.990","369.95K","1.19%"
"05-07-2022","49.760","52.230","52.410","48.020","567.11K","-4.73%"
"04-07-2022","52.230","50.900","52.380","49.710","428.79K","2.61%"
"03-07-2022","50.900","50.550","52.030","49.110","319.38K","0.69%"
"02-07-2022","50.550","51.150","51.620","49.870","395.50K","-1.17%"
"01-07-2022","51.150","53.830","56.150","50.120","606.26K","-4.98%"
"30-06-2022","53.830","53.630","53.970","50.220","505.02K","0.37%"
"29-06-2022","53.630","52.690","54.370","51.410","451.85K","1.76%"
"28-06-2022","52.700","55.860","56.900","52.590","428.60K","-5.59%"
"27-06-2022","55.820","56.590","58.600","54.940","397.18K","-1.43%"
"26-06-2022","56.630","58.870","60.450","56.630","518.61K","-3.80%"
"25-06-2022","58.870","55.830","59.660","54.660","618.25K","5.45%"
"24-06-2022","55.830","55.720","57.150","54.520","730.59K","0.20%"
"23-06-2022","55.720","52.090","56.600","51.960","994.91K","6.97%"
"22-06-2022","52.090","53.530","53.530","50.490","928.09K","-2.69%"
"21-06-2022","53.530","52.790","55.650","51.920","1.38M","1.40%"
"20-06-2022","52.790","54.290","54.620","51.360","1.98M","-2.76%"
"19-06-2022","54.290","47.190","56.050","44.990","2.45M","15.05%"
"18-06-2022","47.190","47.640","48.340","41.640","1.91M","-0.94%"
"17-06-2022","47.640","44.770","48.380","44.460","1.21M","6.41%"
"16-06-2022","44.770","50.650","51.180","44.060","1.64M","-11.61%"
"15-06-2022","50.650","46.140","50.890","41.740","2.01M","9.51%"
"14-06-2022","46.250","43.400","46.450","40.400","1.54M","6.57%"
"13-06-2022","43.400","48.000","48.300","41.200","1.59M","-9.58%"
"12-06-2022","48.000","52.100","52.600","47.400","751.02K","-7.87%"
"11-06-2022","52.100","56.700","57.800","51.800","588.45K","-8.11%"
"10-06-2022","56.700","60.300","60.400","55.700","505.28K","-5.97%"
"09-06-2022","60.300","61.400","62.400","59.300","296.46K","-1.79%"
"08-06-2022","61.400","63.800","64.500","61.200","460.49K","-3.76%"
"07-06-2022","63.800","64.400","65.500","60.300","493.59K","-0.93%"
"06-06-2022","64.400","63.200","66.500","62.900","374.77K","1.90%"
"05-06-2022","63.200","63.700","63.800","61.700","193.58K","-0.94%"
"04-06-2022","63.800","62.600","64.300","61.400","189.56K","1.92%"
"03-06-2022","62.600","64.500","64.900","61.500","281.72K","-2.95%"
"02-06-2022","64.500","62.700","64.800","62.100","374.12K","2.87%"
"01-06-2022","62.700","68.300","70.500","61.900","632.94K","-8.20%"
"31-05-2022","68.300","69.000","69.800","66.800","445.11K","-1.01%"
"30-05-2022","69.000","63.600","69.500","63.300","612.05K","8.49%"
"29-05-2022","63.600","63.000","64.400","61.800","315.83K","0.95%"
"28-05-2022","63.000","61.500","64.000","61.300","336.60K","2.44%"
"27-05-2022","61.500","63.400","64.100","61.000","741.05K","-3.00%"
"26-05-2022","63.400","68.300","68.800","60.700","730.43K","-7.17%"
"25-05-2022","68.300","70.200","71.600","68.000","414.06K","-2.71%"
"24-05-2022","70.200","69.000","70.700","67.000","493.24K","1.74%"
"23-05-2022","69.000","71.600","74.000","68.400","613.75K","-3.63%"
"22-05-2022","71.600","69.800","72.500","69.400","291.59K","2.58%"
"21-05-2022","69.800","68.600","70.700","67.900","273.90K","1.75%"
"20-05-2022","68.600","72.100","73.400","66.800","755.48K","-4.85%"
"19-05-2022","72.100","66.000","72.600","64.800","691.12K","9.24%"
"18-05-2022","66.000","73.200","74.400","65.800","701.68K","-9.84%"
"17-05-2022","73.200","67.200","73.900","67.100","639.74K","8.93%"
"16-05-2022","67.200","71.600","71.600","65.000","576.97K","-6.15%"
"15-05-2022","71.600","68.900","71.700","66.000","507.88K","3.92%"
"14-05-2022","68.900","67.900","70.300","64.200","556.92K","1.47%"
"13-05-2022","67.900","64.300","73.200","63.300","1.13M","5.60%"
"12-05-2022","64.300","66.600","69.700","54.900","2.08M","-3.16%"
"11-05-2022","66.400","80.100","82.700","64.700","2.16M","-17.10%"
"10-05-2022","80.100","76.300","84.900","73.500","1.34M","4.98%"
"09-05-2022","76.300","93.900","94.900","75.800","1.08M","-18.74%"
"08-05-2022","93.900","94.300","95.700","91.600","441.26K","-0.32%"
"07-05-2022","94.200","96.800","97.300","92.900","298.10K","-2.69%"
"06-05-2022","96.800","96.900","98.400","93.100","494.01K","-0.10%"
"05-05-2022","96.900","106.300","106.900","96.100","587.11K","-8.84%"
"04-05-2022","106.300","99.400","107.100","99.000","475.28K","6.94%"
"03-05-2022","99.400","100.700","101.400","97.500","307.96K","-1.29%"
"02-05-2022","100.700","99.200","101.700","98.300","330.39K","1.51%"
"01-05-2022","99.200","95.900","100.000","94.600","295.50K","3.44%"
"30-04-2022","95.900","100.400","101.500","94.000","344.04K","-4.39%"
"29-04-2022","100.300","103.400","104.300","98.400","394.10K","-3.00%"
"28-04-2022","103.400","100.600","104.400","99.800","543.89K","2.78%"
"27-04-2022","100.600","98.600","101.900","97.800","296.02K","2.03%"
"26-04-2022","98.600","104.500","105.400","96.400","369.94K","-5.65%"
"25-04-2022","104.500","104.500","104.900","98.800","464.51K","0.00%"
"24-04-2022","104.500","105.000","105.900","103.700","188.78K","-0.48%"
"23-04-2022","105.000","105.400","107.200","104.900","151.70K","-0.38%"
"22-04-2022","105.400","106.700","108.600","105.100","307.21K","-1.40%"
"21-04-2022","106.900","111.800","114.400","105.600","374.01K","-4.47%"
"20-04-2022","111.900","113.800","114.100","110.700","317.78K","-1.67%"
"19-04-2022","113.800","111.300","114.200","110.600","267.78K","2.25%"
"18-04-2022","111.300","108.800","111.500","105.500","435.19K","2.30%"
"17-04-2022","108.800","114.300","115.100","108.300","275.69K","-4.81%"
"16-04-2022","114.300","110.900","114.700","110.200","256.34K","3.07%"
"15-04-2022","110.900","107.400","112.800","107.100","303.13K","3.26%"
"14-04-2022","107.400","110.500","112.300","106.100","323.66K","-2.81%"
"13-04-2022","110.500","104.800","110.800","104.000","389.93K","5.44%"
"12-04-2022","104.800","102.400","105.800","101.900","298.69K","2.34%"
"11-04-2022","102.400","110.200","110.700","102.100","439.86K","-7.08%"
"10-04-2022","110.200","112.800","114.500","110.200","200.78K","-2.30%"
"09-04-2022","112.800","110.700","112.900","110.000","192.68K","1.90%"
"08-04-2022","110.700","114.200","115.200","109.900","361.96K","-3.06%"
"07-04-2022","114.200","111.600","115.000","110.300","302.84K","2.33%"
"06-04-2022","111.600","122.700","123.000","111.600","609.82K","-9.05%"
"05-04-2022","122.700","124.800","127.200","122.700","266.70K","-1.68%"
"04-04-2022","124.800","128.800","128.900","121.200","461.77K","-3.11%"
"03-04-2022","128.800","124.700","129.500","123.900","303.76K","3.29%"
"02-04-2022","124.700","124.800","128.300","124.000","446.33K","-0.08%"
"01-04-2022","124.800","123.800","126.300","119.200","459.33K","0.81%"
"31-03-2022","123.800","131.000","132.900","121.500","925.29K","-5.50%"
"30-03-2022","131.000","130.000","134.000","126.000","469.46K","0.77%"
"29-03-2022","130.000","127.300","132.000","127.200","402.31K","2.12%"
"28-03-2022","127.300","129.700","132.600","127.300","485.44K","-1.85%"
"27-03-2022","129.700","124.900","129.700","123.300","360.94K","3.84%"
"26-03-2022","124.900","123.900","125.500","122.000","222.33K","0.81%"
"25-03-2022","123.900","126.500","127.300","121.800","389.34K","-2.06%"
"24-03-2022","126.500","122.400","127.700","120.400","494.29K","3.35%"
"23-03-2022","122.400","122.700","124.400","118.600","404.12K","-0.24%"
"22-03-2022","122.700","116.100","123.700","115.600","613.16K","5.68%"
"21-03-2022","116.100","114.900","116.800","113.200","415.46K","1.04%"
"20-03-2022","114.900","116.900","118.200","111.500","457.04K","-1.71%"
"19-03-2022","116.900","111.900","117.100","111.500","454.74K","4.47%"
"18-03-2022","111.900","110.200","112.900","107.900","39.95M","1.54%"
"17-03-2022","110.200","111.200","111.600","108.500","34.76M","-1.08%"
"16-03-2022","111.400","106.800","111.900","105.700","68.13M","4.31%"
"15-03-2022","106.800","105.500","108.600","102.500","48.10M","1.04%"
"14-03-2022","105.700","101.700","106.200","100.900","48.11M","3.93%"
"13-03-2022","101.700","105.500","107.300","101.100","27.99M","-3.60%"
"12-03-2022","105.500","104.600","108.000","104.600","29.05M","0.86%"
"11-03-2022","104.600","102.600","106.800","99.900","47.91M","1.95%"
"10-03-2022","102.600","106.900","107.000","99.900","55.85M","-4.02%"
"09-03-2022","106.900","100.800","109.200","100.500","58.29M","6.05%"
"08-03-2022","100.800","98.400","102.400","97.800","49.21M","2.44%"
"07-03-2022","98.400","101.000","103.800","96.400","51.88M","-2.57%"
"06-03-2022","101.000","104.900","105.800","100.800","32.29M","-3.72%"
"05-03-2022","104.900","101.100","105.400","99.700","30.68M","3.76%"
"04-03-2022","101.100","111.900","112.600","99.100","67.28M","-9.65%"
"03-03-2022","111.900","110.400","113.000","108.400","638.07K","1.36%"
"02-03-2022","110.400","112.500","114.600","109.300","513.50K","-1.87%"
"01-03-2022","112.500","113.800","115.800","110.200","601.71K","-1.14%"
"28-02-2022","113.800","102.900","113.900","101.400","574.46K","10.59%"
"27-02-2022","102.900","108.200","110.100","101.300","417.93K","-4.90%"
"26-02-2022","108.200","109.200","114.200","106.600","456.51K","-0.92%"
"25-02-2022","109.200","104.200","110.600","101.600","604.58K","4.80%"
"24-02-2022","104.200","105.400","107.600","91.700","1.29M","-1.14%"
"23-02-2022","105.400","107.400","111.300","105.000","432.36K","-1.86%"
"22-02-2022","107.400","102.800","107.700","100.400","537.43K","4.37%"
"21-02-2022","102.900","110.600","114.500","102.200","631.11K","-6.96%"
"20-02-2022","110.600","115.600","115.800","108.600","468.29K","-4.33%"
"19-02-2022","115.600","114.900","117.100","113.000","361.82K","0.61%"
"18-02-2022","114.900","116.300","122.400","114.300","686.76K","-1.20%"
"17-02-2022","116.300","127.600","129.000","115.100","536.01K","-8.86%"
"16-02-2022","127.600","131.700","131.700","125.600","325.28K","-3.11%"
"15-02-2022","131.700","124.500","132.400","123.900","371.69K","5.78%"
"14-02-2022","124.500","125.600","126.700","121.500","311.51K","-0.88%"
"13-02-2022","125.600","126.700","128.800","123.500","261.89K","-0.87%"
"12-02-2022","126.700","125.800","127.600","121.000","328.69K","0.72%"
"11-02-2022","125.800","134.600","134.700","124.900","536.48K","-6.54%"
"10-02-2022","134.600","140.100","143.800","134.300","722.90K","-3.93%"
"09-02-2022","140.100","133.500","140.900","132.100","615.65K","4.94%"
"08-02-2022","133.500","137.100","142.800","130.500","974.50K","-2.63%"
"07-02-2022","137.100","127.600","139.800","125.100","693.51K","7.45%"
"06-02-2022","127.600","121.800","127.900","120.900","415.09K","4.76%"
"05-02-2022","121.800","121.300","123.800","118.900","443.14K","0.41%"
"04-02-2022","121.300","110.900","121.300","108.700","649.31K","9.38%"
"03-02-2022","110.900","108.300","110.900","105.500","380.78K","2.40%"
"02-02-2022","108.300","115.100","116.000","107.500","512.24K","-5.91%"
"01-02-2022","115.100","109.400","116.800","108.300","597.61K","5.21%"
"31-01-2022","109.400","108.600","111.200","104.400","447.70K","0.74%"
"30-01-2022","108.600","110.900","112.100","107.000","276.44K","-1.99%"
"29-01-2022","110.800","109.500","111.900","107.800","345.62K","1.19%"
"28-01-2022","109.500","107.000","110.000","105.400","465.25K","2.34%"
"27-01-2022","107.000","107.000","109.500","102.900","563.93K","0.19%"
"26-01-2022","106.800","107.900","116.500","104.700","774.92K","-1.02%"
"25-01-2022","107.900","109.500","109.800","105.400","589.31K","-1.46%"
"24-01-2022","109.500","112.300","112.300","97.900","1.10M","-2.49%"
"23-01-2022","112.300","108.300","112.600","105.700","588.08K","3.69%"
"22-01-2022","108.300","114.700","116.900","96.600","1.35M","-5.58%"
"21-01-2022","114.700","129.800","131.000","110.700","1.02M","-11.63%"
"20-01-2022","129.800","136.200","142.900","129.000","404.75K","-4.70%"
"19-01-2022","136.200","141.400","143.000","133.200","437.53K","-3.68%"
"18-01-2022","141.400","151.100","153.200","138.800","605.40K","-6.42%"
"17-01-2022","151.100","146.400","153.500","144.200","809.01K","3.21%"
"16-01-2022","146.400","147.700","148.900","143.300","323.95K","-0.88%"
"15-01-2022","147.700","144.700","150.500","144.200","461.87K","2.07%"
"14-01-2022","144.700","136.700","146.300","136.000","588.21K","6.01%"
"13-01-2022","136.500","141.900","142.200","134.800","462.23K","-3.81%"
"12-01-2022","141.900","131.600","142.100","130.900","387.74K","7.91%"
"11-01-2022","131.500","126.500","133.400","125.800","396.22K","3.95%"
"10-01-2022","126.500","130.800","131.500","121.100","621.00K","-3.29%"
"09-01-2022","130.800","129.400","132.500","128.000","322.01K","1.08%"
"08-01-2022","129.400","131.300","134.700","125.300","449.88K","-1.37%"
"07-01-2022","131.200","136.100","136.400","126.600","734.09K","-3.60%"
"06-01-2022","136.100","135.100","137.900","132.600","531.59K","0.74%"
"05-01-2022","135.100","146.500","149.800","130.000","601.80K","-7.84%"
"04-01-2022","146.600","148.400","151.600","145.600","331.45K","-1.21%"
"03-01-2022","148.400","151.200","151.200","146.000","290.46K","-1.85%"
"02-01-2022","151.200","150.800","153.200","147.900","228.38K","0.27%"
"01-01-2022","150.800","146.300","150.900","146.300","225.23K","3.08%"
"31-12-2021","146.300","148.000","152.500","143.800","344.87K","-1.22%"
"30-12-2021","148.100","145.500","149.900","143.000","318.21K","1.86%"
"29-12-2021","145.400","145.700","150.700","144.200","444.89K","-0.21%"
"28-12-2021","145.700","155.900","155.900","144.700","679.90K","-6.54%"
"27-12-2021","155.900","155.800","161.100","154.500","464.11K","0.06%"
"26-12-2021","155.800","157.700","158.300","153.000","890.80K","-1.20%"
"25-12-2021","157.700","161.000","163.600","157.700","453.25K","-2.05%"
"24-12-2021","161.000","163.500","166.700","160.300","411.82K","-1.53%"
"23-12-2021","163.500","155.400","165.100","153.200","521.21K","5.21%"
"22-12-2021","155.400","154.800","160.100","153.100","415.29K","0.39%"
"21-12-2021","154.800","152.600","156.300","149.200","375.36K","1.44%"
"20-12-2021","152.600","153.300","157.400","145.400","550.93K","-0.46%"
"19-12-2021","153.300","148.700","160.500","147.600","738.41K","3.09%"
"18-12-2021","148.700","144.100","150.200","142.900","300.89K","3.19%"
"17-12-2021","144.100","148.900","150.300","141.500","472.43K","-3.22%"
"16-12-2021","148.900","153.500","156.400","148.600","434.90K","-3.00%"
"15-12-2021","153.500","150.500","155.000","141.900","611.77K","1.93%"
"14-12-2021","150.600","144.500","151.800","143.000","511.83K","4.22%"
"13-12-2021","144.500","159.100","159.800","142.900","628.20K","-9.18%"
"12-12-2021","159.100","157.600","162.400","153.300","382.61K","0.95%"
"11-12-2021","157.600","148.400","159.300","146.000","558.52K","6.20%"
"10-12-2021","148.400","151.500","159.600","147.900","704.52K","-2.05%"
"09-12-2021","151.500","165.000","167.100","151.400","648.27K","-8.18%"
"08-12-2021","165.000","161.900","169.700","156.400","890.45K","1.91%"
"07-12-2021","161.900","161.600","165.600","158.500","672.33K","0.19%"
"06-12-2021","161.600","156.200","164.300","141.500","1.10M","3.46%"
"05-12-2021","156.200","162.900","164.900","148.900","1.08M","-4.11%"
"04-12-2021","162.900","188.000","189.200","130.300","2.76M","-13.35%"
"03-12-2021","188.000","203.500","207.500","180.500","824.67K","-7.62%"
"02-12-2021","203.500","208.800","210.100","200.100","562.33K","-2.54%"
"01-12-2021","208.800","207.800","217.600","205.600","674.03K","0.34%"
"30-11-2021","208.100","205.600","218.900","197.500","1.03M","1.27%"
"29-11-2021","205.500","199.600","209.300","195.400","811.22K","2.96%"
"28-11-2021","199.600","195.100","199.800","183.500","723.66K","2.25%"
"27-11-2021","195.200","195.800","200.700","190.800","524.81K","0.05%"
"26-11-2021","195.100","222.700","224.700","190.400","1.54M","-12.39%"
"25-11-2021","222.700","212.200","229.600","210.700","891.65K","4.95%"
"24-11-2021","212.200","216.400","217.700","206.100","586.49K","-1.94%"
"23-11-2021","216.400","209.100","218.400","205.600","710.13K","3.49%"
"22-11-2021","209.100","221.900","221.900","205.600","865.58K","-5.77%"
"21-11-2021","221.900","226.800","230.100","219.800","698.10K","-2.16%"
"20-11-2021","226.800","217.900","227.500","213.300","841.26K","4.08%"
"19-11-2021","217.900","204.200","220.700","199.800","1.04M","6.45%"
"18-11-2021","204.700","229.800","231.900","200.000","1.69M","-10.92%"
"17-11-2021","229.800","230.200","235.000","219.300","1.42M","-0.17%"
"16-11-2021","230.200","263.000","263.000","223.000","2.40M","-12.37%"
"15-11-2021","262.700","279.400","281.100","259.800","1.16M","-5.98%"
"14-11-2021","279.400","257.700","279.400","248.800","1.36M","8.42%"
"13-11-2021","257.700","251.100","263.900","245.400","1.17M","2.51%"
"12-11-2021","251.400","262.500","282.600","244.100","2.41M","-4.23%"
"11-11-2021","262.500","260.500","273.900","251.100","1.67M","0.77%"
"10-11-2021","260.500","262.000","295.100","252.700","3.73M","-0.65%"
"09-11-2021","262.200","228.900","274.500","227.100","3.26M","14.55%"
"08-11-2021","228.900","202.000","229.600","202.000","1.38M","13.37%"
"07-11-2021","201.900","197.600","202.100","197.100","351.14K","2.18%"
"06-11-2021","197.600","200.275","200.350","191.200","420.64K","-1.34%"
"05-11-2021","200.279","202.736","203.073","199.856","14.50M","-1.22%"
"04-11-2021","202.746","206.654","206.754","197.071","27.93M","-1.89%"
"03-11-2021","206.654","200.316","208.425","198.256","33.53M","3.11%"
"02-11-2021","200.414","197.288","203.873","196.051","28.99M","1.59%"
"01-11-2021","197.278","191.716","200.268","188.785","26.97M","2.89%"
"31-10-2021","191.743","189.512","194.154","187.665","24.38M","1.16%"
"30-10-2021","189.552","196.498","196.884","187.507","26.75M","-3.54%"
"29-10-2021","196.498","190.319","197.694","189.190","31.30M","3.25%"
"28-10-2021","190.319","179.742","193.570","178.541","34.58M","5.92%"
"27-10-2021","179.685","197.549","204.809","171.370","46.43M","-9.03%"
"26-10-2021","197.530","195.430","199.280","190.362","56.89M","1.08%"
"25-10-2021","195.421","190.441","197.319","189.660","60.19M","2.62%"
"24-10-2021","190.441","196.350","199.685","185.411","68.54M","-3.01%"
"23-10-2021","196.350","191.020","197.741","189.011","64.41M","2.84%"
"22-10-2021","190.930","196.790","201.349","188.045","73.99M","-2.95%"
"21-10-2021","196.741","207.429","214.459","195.360","77.56M","-5.10%"
"20-10-2021","207.312","188.750","209.239","185.641","66.81M","9.83%"
"19-10-2021","188.750","185.541","191.549","183.303","66.09M","1.72%"
"18-10-2021","185.550","183.731","187.281","178.643","70.90M","0.99%"
"17-10-2021","183.730","185.770","187.860","176.626","63.75M","-1.03%"
"16-10-2021","185.641","189.717","192.500","185.133","72.42M","-2.16%"
"15-10-2021","189.746","181.115","192.839","176.840","72.77M","4.77%"
"14-10-2021","181.115","177.530","186.454","177.021","70.82M","2.02%"
"13-10-2021","177.530","172.699","179.640","167.840","70.22M","2.84%"
"12-10-2021","172.629","179.142","179.150","166.560","70.53M","-3.70%"
"11-10-2021","179.260","174.840","185.249","172.418","71.84M","2.53%"
"10-10-2021","174.840","179.820","183.879","174.170","68.19M","-2.76%"
"09-10-2021","179.810","175.741","182.770","174.474","65.21M","2.31%"
"08-10-2021","175.751","178.460","183.346","174.643","69.27M","-1.52%"
"07-10-2021","178.460","178.430","186.930","173.549","73.56M","0.01%"
"06-10-2021","178.438","173.741","182.968","163.952","70.11M","2.71%"
"05-10-2021","173.731","167.460","175.378","166.670","65.50M","3.63%"
"04-10-2021","167.639","170.549","170.770","161.679","67.61M","-1.68%"
"03-10-2021","170.499","169.050","174.921","165.862","67.25M","0.86%"
"02-10-2021","169.040","166.141","172.648","164.631","64.60M","1.75%"
"01-10-2021","166.130","153.330","167.981","151.250","64.93M","8.35%"
"30-09-2021","153.330","144.831","154.379","143.950","64.00M","5.85%"
"29-09-2021","144.850","140.619","149.863","139.921","65.73M","3.00%"
"28-09-2021","140.629","145.030","148.750","140.140","68.37M","-3.05%"
"27-09-2021","145.050","150.849","154.869","144.842","69.36M","-3.84%"
"26-09-2021","150.849","150.850","153.347","142.001","69.02M","-0.06%"
"25-09-2021","150.940","152.061","155.742","148.865","72.92M","-0.71%"
"24-09-2021","152.021","163.840","165.950","141.813","69.57M","-7.21%"
"23-09-2021","163.840","161.460","164.750","157.242","71.66M","1.47%"
"22-09-2021","161.460","148.448","161.761","145.370","70.05M","9.00%"
"21-09-2021","148.132","156.990","162.247","144.901","69.48M","-5.64%"
"20-09-2021","156.990","175.600","175.870","153.761","71.68M","-10.58%"
"19-09-2021","175.560","181.341","181.650","172.740","68.85M","-3.18%"
"18-09-2021","181.331","179.790","185.327","178.001","75.85M","0.85%"
"17-09-2021","179.810","185.249","190.288","178.001","83.63M","-2.94%"
"16-09-2021","185.251","189.060","195.130","181.574","93.44M","-1.97%"
"15-09-2021","188.971","183.046","191.758","179.760","75.58M","3.33%"
"14-09-2021","182.889","179.269","188.741","176.204","71.59M","2.02%"
"13-09-2021","179.269","183.239","233.814","170.921","42.90M","-2.17%"
"12-09-2021","183.239","178.530","185.941","175.221","40.61M","2.64%"
"11-09-2021","178.520","174.051","186.139","173.402","43.45M","2.57%"
"10-09-2021","174.041","180.300","187.327","170.917","43.16M","-3.47%"
"09-09-2021","180.300","179.673","188.492","177.104","42.55M","0.41%"
"08-09-2021","179.567","177.948","188.707","169.646","36.93M","0.91%"
"07-09-2021","177.948","219.402","221.827","163.417","41.09M","-18.90%"
"06-09-2021","219.420","231.530","232.270","215.002","54.30M","-5.23%"
"05-09-2021","231.530","212.020","232.171","210.473","52.80M","9.09%"
"04-09-2021","212.239","212.763","224.990","208.762","53.99M","-0.22%"
"03-09-2021","212.700","183.372","217.600","180.037","2.07M","15.91%"
"02-09-2021","183.500","180.841","187.891","179.500","683.37K","1.47%"
"01-09-2021","180.841","171.539","182.703","168.906","37.72M","5.45%"
"31-08-2021","171.490","167.349","175.252","165.740","36.13M","2.49%"
"30-08-2021","167.329","174.352","176.348","166.650","37.78M","-4.00%"
"29-08-2021","174.292","175.480","182.589","173.101","39.23M","-0.67%"
"28-08-2021","175.460","176.130","176.970","171.430","34.06M","-0.37%"
"27-08-2021","176.120","167.610","176.139","165.093","37.99M","5.08%"
"26-08-2021","167.610","177.820","180.130","165.037","40.91M","-5.75%"
"25-08-2021","177.839","173.511","178.869","169.329","46.00M","2.44%"
"24-08-2021","173.600","186.960","188.460","172.744","45.75M","-7.17%"
"23-08-2021","187.013","185.911","191.260","183.694","166.37K","0.58%"
"22-08-2021","185.929","179.697","189.548","178.689","49.53M","3.47%"
"21-08-2021","179.698","183.549","184.341","176.810","46.32M","-2.11%"
"20-08-2021","183.568","175.680","183.979","174.251","44.93M","4.49%"
"19-08-2021","175.680","166.701","175.777","162.752","43.78M","5.34%"
"18-08-2021","166.782","168.775","174.457","163.010","42.33M","-1.18%"
"17-08-2021","168.776","178.025","184.300","168.071","47.45M","-5.21%"
"16-08-2021","178.048","184.621","188.739","176.641","1.81M","-3.62%"
"15-08-2021","184.729","182.791","186.390","175.682","50.00M","1.10%"
"14-08-2021","182.710","183.270","184.955","175.200","944.59K","-0.31%"
"13-08-2021","183.270","165.352","184.410","164.135","45.52M","10.83%"
"12-08-2021","165.356","170.736","179.599","160.991","1.46M","-3.18%"
